Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,ClaimSize,Age_na,DriverRating_na
12,1,1,10,2,7,13,2,2,2,41.0,1,1,1,1,6089,10,400,3.0,4,3,1,7,6,1,1,1,4,4,1,1994,1,5013.5691382787,False,False
1,1,1,19,1,7,2,1,2,2,80.0,1,1,1,1,6090,4,400,3.0,4,3,2,5,9,1,1,1,4,4,1,1994,1,7874.09509843319,False,False
8,4,2,10,2,3,9,4,1,3,23.0,1,3,2,1,6091,1,400,3.0,4,3,2,2,4,1,1,1,2,3,2,1994,3,3792.85263301424,False,False
11,1,7,10,2,6,12,2,2,2,49.0,2,1,1,2,6092,7,400,2.0,4,3,1,7,7,1,1,1,4,4,1,1994,1,80258.1585794787,False,False
11,1,2,12,2,3,12,1,2,2,36.0,2,1,1,1,6093,11,400,4.0,4,3,4,5,6,1,1,1,4,4,1,1994,1,9004.93478511324,False,False
7,3,1,1,2,2,8,3,2,2,37.0,1,2,1,2,6097,2,400,1.0,4,3,4,6,6,1,1,1,1,4,1,1994,2,4912.65554745719,False,False
7,5,1,18,2,3,7,1,1,3,23.0,1,2,1,5,6099,2,400,1.0,4,3,4,4,4,1,1,1,4,4,1,1994,2,4418.38992576077,False,False
7,4,6,18,2,7,7,1,1,2,36.0,2,2,1,1,6100,6,400,4.0,4,3,4,6,6,1,1,1,4,4,1,1994,2,4563.64784723039,False,False
11,4,7,18,2,3,12,5,2,3,27.0,2,2,1,2,6101,5,400,1.0,4,3,2,6,5,1,1,1,4,4,1,1994,2,69505.8257808158,False,False
2,1,1,7,2,3,3,2,2,2,44.0,1,2,1,1,6102,2,400,4.0,4,3,4,6,6,1,1,1,4,4,1,1994,2,5066.29844839747,False,False
3,1,3,16,2,3,4,1,2,2,31.0,2,1,1,1,6103,12,400,3.0,4,3,2,5,5,1,1,1,4,4,1,1994,1,903.180022231733,False,False
1,2,1,14,2,2,2,3,2,2,50.0,2,3,2,1,6105,2,400,1.0,4,3,3,6,7,1,1,1,2,4,1,1994,3,27177.5543562469,False,False
12,1,3,14,2,3,11,2,1,2,33.0,1,1,1,1,6107,3,400,4.0,4,3,4,6,5,1,1,1,4,4,1,1994,1,7352.33034870426,False,False
7,2,2,3,2,6,8,3,1,3,28.0,2,2,1,6,6108,6,700,2.0,4,3,4,6,5,1,1,1,3,4,1,1994,2,50290.0175749577,False,False
7,2,3,14,2,3,8,2,2,2,49.0,1,4,2,2,6109,2,400,4.0,4,3,4,6,7,1,1,1,3,4,1,1994,1,6349.63011211041,False,False
12,1,3,10,2,2,13,4,2,3,22.0,1,2,1,1,6110,3,400,3.0,4,3,2,4,4,1,1,1,3,4,3,1994,2,3758.51288618285,False,False
7,2,5,7,2,6,8,2,2,2,46.0,1,2,1,2,6111,14,400,4.0,4,3,2,7,7,1,1,1,4,4,1,1994,2,11664.0044391818,False,False
7,1,2,14,2,7,8,2,2,3,44.0,1,3,2,6,6112,12,400,2.0,4,3,1,6,6,1,1,1,4,3,2,1994,3,74391.1530471736,False,False
12,1,5,14,2,6,13,2,2,3,36.0,2,2,1,1,6113,10,400,2.0,4,3,4,6,6,1,1,1,3,4,1,1994,2,3840.56387234982,False,False
2,3,6,14,2,3,3,4,2,2,29.0,2,1,1,2,6114,14,400,2.0,4,3,2,4,5,1,1,1,4,4,1,1994,1,51938.4900078071,False,False
12,3,6,14,2,6,13,4,2,2,41.0,1,3,2,6,6116,6,400,2.0,4,3,3,6,6,1,1,1,4,4,1,1994,3,54745.6347425206,False,False
11,4,3,7,2,8,12,4,1,2,39.0,1,3,2,1,6117,11,400,3.0,4,3,3,6,6,1,1,2,3,4,1,1994,3,12004.1325720935,False,False
11,3,5,7,2,2,11,4,2,2,26.0,1,3,2,2,6118,14,400,4.0,4,3,2,5,5,1,1,1,3,4,1,1994,3,25977.6029319101,False,False
12,1,3,18,2,7,13,1,2,2,31.0,1,2,1,1,6119,6,400,3.0,4,3,3,6,5,1,1,1,4,4,1,1994,2,24192.6486177641,False,False
10,1,7,7,1,3,4,1,2,3,26.0,1,3,2,2,6120,4,400,2.0,4,3,4,6,5,1,1,2,4,4,1,1994,3,3800.29968574364,False,False
3,1,2,14,2,2,4,2,1,3,27.0,2,3,2,2,6121,10,500,1.0,4,3,3,6,5,1,1,1,3,2,1,1994,3,87808.1068983621,False,False
1,1,3,18,2,8,2,1,2,2,34.0,1,3,2,1,6123,8,400,3.0,4,3,2,5,5,1,1,1,4,4,1,1994,3,2505.69764697543,False,False
1,4,3,10,2,3,2,4,2,2,32.0,1,3,2,2,6124,11,400,2.0,4,3,2,4,5,1,1,2,3,4,1,1994,3,99266.018953626,False,False
9,1,2,18,2,8,10,3,2,2,46.0,1,3,2,1,6125,7,400,1.0,4,3,2,7,7,1,1,1,3,4,1,1994,3,9896.95572964364,False,False
9,4,4,14,2,3,10,4,2,2,52.0,1,2,1,1,6126,7,400,2.0,4,3,2,7,7,1,1,1,3,4,1,1994,2,2592.57856583761,False,False
7,2,1,18,2,8,8,4,2,2,28.0,1,2,1,1,6127,10,400,4.0,4,3,2,6,5,1,1,1,1,4,1,1994,2,6719.78560213476,False,False
7,1,4,10,2,3,8,1,2,3,21.0,1,2,1,1,6128,13,400,3.0,4,3,1,4,4,1,1,1,4,4,1,1994,2,6517.3953703564,False,False
12,1,3,10,2,3,13,1,2,3,31.0,1,2,1,1,6129,12,400,3.0,4,3,4,4,5,2,1,1,4,4,1,1994,2,2266.08552913973,False,False
6,2,7,19,2,6,7,2,2,2,51.0,1,3,2,6,6130,7,400,1.0,4,3,2,6,7,1,1,1,3,4,1,1994,3,94228.6944916625,False,False
11,3,3,7,2,7,12,3,2,2,50.0,2,3,2,1,6131,15,400,3.0,4,3,3,6,7,1,1,1,4,4,1,1994,3,15349.0514263106,False,False
11,2,2,14,2,3,12,2,2,2,46.0,1,2,1,5,6132,10,400,2.0,4,3,1,7,7,1,1,1,4,4,1,1994,2,1630.66709931626,False,False
12,5,5,18,2,7,11,2,2,2,30.0,1,1,1,5,6133,12,400,4.0,4,3,4,6,5,1,1,1,4,3,2,1994,1,3077.81883588753,False,False
6,3,5,10,1,7,7,4,2,3,23.0,1,2,1,1,6136,16,400,3.0,4,3,1,4,4,1,1,1,1,4,1,1994,2,4848.26789853919,False,False
6,1,3,14,2,6,7,2,2,2,41.0,1,3,2,2,6138,12,400,3.0,4,3,2,7,6,1,1,1,1,4,1,1994,3,31524.16199737,False,False
8,4,4,10,2,7,9,5,2,2,45.0,1,2,1,2,6139,4,700,4.0,4,3,4,7,6,1,1,1,2,4,1,1994,2,1048.80209301616,False,False
10,5,2,1,2,3,11,5,2,3,27.0,1,1,1,1,6142,3,400,2.0,4,3,1,6,5,1,1,1,3,4,1,1994,1,2356.11359222232,False,False
10,4,4,18,2,8,11,5,2,2,31.0,1,3,2,1,6143,14,400,3.0,4,3,2,5,5,1,1,1,2,4,1,1995,3,8533.19187300641,False,False
10,4,7,18,2,8,11,4,1,2,68.0,1,3,2,1,6144,3,400,2.0,4,3,3,6,9,1,1,1,2,4,1,1995,3,16196.7956072695,False,False
10,4,5,6,2,3,11,5,2,2,37.0,1,2,1,2,6145,4,400,4.0,4,3,2,7,6,1,1,1,4,4,1,1995,2,47765.5138130433,False,False
11,4,7,7,2,7,11,5,2,2,42.0,1,3,2,1,6147,8,400,3.0,4,3,2,6,6,1,1,1,4,4,1,1995,3,2665.46131708431,False,False
11,3,4,18,2,3,12,3,2,3,66.0,1,1,1,5,6148,7,400,4.0,4,3,4,7,9,1,1,1,4,4,1,1995,1,5933.41747571551,False,False
7,5,6,7,2,3,7,2,2,2,55.0,1,1,1,1,6153,5,400,1.0,4,3,1,5,7,1,1,1,1,4,1,1995,1,2554.84167785075,False,False
7,3,4,18,2,7,8,5,2,2,37.0,2,2,1,2,6155,9,400,3.0,4,3,4,7,6,1,1,1,4,4,1,1995,2,6359.99647768147,False,False
7,3,5,14,2,2,8,3,2,2,45.0,2,3,2,2,6156,13,400,2.0,4,3,3,6,6,1,1,1,3,4,1,1995,3,87802.6902108818,False,False
9,5,6,14,1,2,8,1,2,2,66.0,2,1,1,1,6158,9,400,1.0,4,3,1,7,9,1,1,1,4,4,1,1995,1,4540.99807293408,False,False
9,5,3,14,2,8,8,1,2,2,64.0,2,1,1,2,6159,13,400,1.0,4,3,4,7,8,1,1,1,4,4,1,1995,1,1494.61857934036,False,False
9,5,4,18,2,3,10,5,2,2,45.0,1,2,1,1,6160,6,400,3.0,4,3,3,6,6,1,1,1,4,4,1,1995,2,10283.8164910388,False,False
1,4,5,18,2,2,2,4,2,2,63.0,1,1,1,5,6162,14,400,2.0,4,3,4,5,8,1,1,1,4,4,1,1995,1,9385.26883800993,False,False
1,1,7,3,2,6,2,2,2,3,36.0,1,3,2,1,6163,16,400,2.0,4,3,2,6,6,1,1,1,2,4,1,1995,3,8585.48862629645,False,False
12,2,3,7,2,8,13,2,2,2,52.0,1,2,1,6,6166,2,400,2.0,4,3,4,7,7,1,1,1,1,4,1,1995,2,51319.5296090154,False,False
2,5,5,10,2,8,13,1,2,2,38.0,1,3,2,1,6168,8,400,1.0,4,3,1,5,6,1,1,1,3,4,1,1995,3,7012.20689336889,False,False
12,1,4,7,2,8,13,4,2,3,27.0,2,3,2,2,6169,13,400,2.0,4,3,2,5,5,1,1,1,1,4,1,1995,3,62457.7623232089,False,False
12,1,1,14,2,7,13,1,2,2,75.0,2,3,2,1,6170,6,700,1.0,4,3,1,7,9,1,1,2,4,4,1,1995,3,5875.47033020965,False,False
4,1,5,14,2,6,5,1,1,2,48.0,1,3,2,1,6171,10,400,1.0,4,3,3,7,7,1,1,1,3,4,1,1995,3,14031.8309785024,False,False
7,4,5,18,2,3,7,3,2,2,39.0,2,2,1,1,6172,7,500,2.0,4,3,2,6,6,1,1,1,4,2,1,1995,2,7082.0935851656,False,False
7,4,5,14,2,7,8,4,2,2,36.0,1,1,1,1,6173,1,400,1.0,4,3,4,6,6,1,1,1,3,4,1,1995,1,4580.40245953484,False,False
7,3,2,10,2,7,8,3,1,3,36.0,1,3,2,1,6174,8,400,1.0,4,3,1,6,6,1,1,1,3,4,1,1995,3,1607.0290166834,False,False
8,5,5,18,2,3,2,1,1,2,35.0,1,3,2,1,6175,12,400,4.0,4,3,4,5,5,1,1,1,4,3,2,1995,3,4157.45028402271,False,False
8,3,2,10,2,7,9,4,1,2,40.0,1,3,2,6,6177,5,400,3.0,4,3,3,6,6,1,1,1,3,4,1,1995,3,71329.9497857664,False,False
12,1,2,7,1,7,13,1,2,3,17.0,1,5,2,6,6178,13,400,3.0,4,3,4,2,2,1,1,1,4,4,1,1995,2,92071.0227328685,False,False
11,3,1,18,2,2,12,3,2,2,58.0,2,3,2,2,6179,13,400,4.0,4,3,1,7,8,1,1,1,3,4,1,1995,3,29634.6336240694,False,False
1,2,7,7,2,8,2,3,2,3,0.0,2,3,2,6,6180,16,400,1.0,4,3,2,8,1,1,1,1,4,4,1,1995,3,74447.1609834862,False,False
8,1,7,14,2,8,9,1,2,2,56.0,1,2,1,1,6182,11,400,4.0,4,3,2,7,8,1,1,1,3,4,1,1995,2,4385.97879906426,False,False
4,1,4,10,2,3,5,2,2,3,39.0,1,3,2,2,6183,1,400,3.0,4,3,3,7,6,1,1,1,3,4,1,1995,3,10704.174754822,False,False
12,1,6,18,2,8,13,3,2,2,40.0,1,1,1,1,6184,2,400,1.0,4,3,2,6,6,1,1,1,1,4,1,1995,1,4575.79500182873,False,False
12,1,6,7,2,2,13,2,2,2,53.0,1,1,1,1,6185,12,400,4.0,4,3,1,7,7,1,1,1,1,4,1,1995,1,3008.60801667894,False,False
10,4,6,14,2,6,11,4,2,2,45.0,2,1,1,2,6186,6,400,4.0,4,3,4,7,6,1,1,1,4,4,1,1995,1,4341.83648849911,False,False
10,4,2,14,2,3,11,4,2,2,39.0,1,2,1,1,6187,9,400,3.0,4,3,4,6,6,1,1,1,4,4,1,1995,2,2107.47365345023,False,False
3,1,5,19,2,6,4,3,2,2,40.0,1,3,2,6,6189,7,400,3.0,4,3,2,6,6,1,1,1,4,1,1,1995,3,55526.0694212824,False,False
8,1,2,14,2,7,9,2,2,2,51.0,1,3,2,1,6190,5,400,1.0,4,3,2,6,7,1,1,1,3,4,1,1995,3,6961.25863628775,False,False
2,1,4,14,2,3,3,2,2,2,54.0,2,2,1,1,6191,12,400,4.0,4,3,2,7,7,1,1,1,4,4,1,1995,2,4266.77883052018,False,False
2,2,2,14,2,7,3,2,2,2,69.0,1,2,1,1,6192,7,400,1.0,4,3,2,6,9,1,1,1,2,4,3,1995,2,1033.73498600383,False,False
2,5,7,18,2,3,13,1,2,2,51.0,1,3,2,1,6195,9,400,4.0,4,3,4,6,7,1,1,1,4,4,1,1995,3,2431.33736738286,False,False
12,4,6,14,1,7,13,4,2,3,30.0,1,3,2,1,6196,3,400,2.0,4,3,2,6,5,1,1,1,3,3,2,1995,3,3354.35771025914,False,False
10,4,4,18,2,7,11,5,2,3,23.0,2,2,1,1,6197,2,400,4.0,4,3,2,4,4,1,1,1,1,4,1,1995,2,8317.18632245399,False,False
3,1,2,6,2,3,4,1,2,3,74.0,1,2,1,4,6198,13,400,3.0,4,3,4,7,9,1,1,1,4,4,1,1995,2,74984.0270872715,False,False
12,1,6,14,2,6,13,5,2,2,47.0,2,1,1,1,6202,6,400,2.0,4,3,2,7,7,1,1,1,4,4,1,1995,1,3402.1664067482,False,False
3,2,5,7,2,3,4,2,2,2,40.0,1,2,1,5,6203,11,400,2.0,4,3,2,6,6,1,1,1,4,4,1,1995,2,5092.76379064327,False,False
3,1,6,3,2,7,4,1,2,3,49.0,1,1,1,2,6204,16,400,4.0,4,3,2,7,7,1,1,1,2,4,1,1995,1,13709.818048869,False,False
11,2,6,14,2,3,12,3,2,2,61.0,2,2,1,1,6205,4,400,4.0,4,3,3,7,8,1,1,1,3,4,1,1995,2,12450.4810641475,False,False
11,2,7,14,2,6,12,3,1,2,34.0,1,2,1,5,6206,11,400,2.0,4,3,4,5,5,1,1,1,1,4,1,1995,2,5069.8291269946,False,False
12,2,1,14,2,6,12,1,2,3,27.0,1,2,1,1,6207,3,400,1.0,4,3,1,5,5,1,1,1,4,4,1,1995,2,1991.66326583727,False,False
12,1,6,1,2,6,13,5,2,2,28.0,1,7,3,6,6208,6,400,4.0,4,3,1,5,5,1,1,1,1,4,1,1995,1,50650.30853896,False,False
12,1,4,10,2,3,13,1,2,2,30.0,1,2,1,1,6209,10,400,4.0,4,3,2,6,5,1,1,1,1,4,1,1995,2,4797.10397689127,False,False
2,3,2,10,2,6,3,4,2,2,70.0,1,3,2,1,6211,9,400,1.0,4,3,2,7,9,1,1,2,3,4,1,1995,3,4164.21000446449,False,False
8,5,1,18,2,3,2,4,2,2,30.0,2,1,1,5,6212,14,400,2.0,5,3,1,5,5,2,1,1,4,4,1,1995,1,6384.51779401321,False,False
4,3,2,7,2,8,5,4,2,2,31.0,1,3,2,1,6213,12,400,3.0,4,3,3,6,5,1,1,1,4,4,1,1995,3,17547.3297619575,False,False
3,5,7,7,2,8,9,5,2,2,45.0,2,2,1,6,6214,15,400,4.0,4,3,4,8,6,1,1,1,4,4,1,1995,2,79469.2200327267,False,False
3,1,5,3,2,8,4,2,2,2,26.0,1,3,2,2,6216,13,400,1.0,4,3,4,4,5,1,1,1,4,4,1,1995,3,4985.99450574818,False,False
10,5,6,18,2,8,4,4,2,2,47.0,2,3,2,1,6217,7,400,4.0,4,3,2,7,7,1,1,1,4,3,2,1995,3,7585.79765965249,False,False
12,1,3,18,2,3,13,1,2,2,60.0,2,2,1,2,6218,16,400,4.0,4,3,1,7,8,1,1,1,3,4,1,1995,2,12134.8169958286,False,False
7,4,1,3,1,2,7,2,2,2,31.0,1,2,1,2,6219,8,400,2.0,4,3,1,6,5,1,1,1,3,4,1,1995,2,54233.7898232182,False,False
4,2,2,18,1,8,5,2,2,2,35.0,1,1,1,1,6220,14,400,4.0,4,3,4,5,5,1,1,1,4,4,1,1995,1,8443.0720462657,False,False
5,4,6,18,2,8,6,4,1,2,53.0,1,2,1,1,6221,15,400,3.0,4,3,4,6,7,1,1,1,4,4,1,1995,2,3171.03476445388,False,False
5,4,2,7,2,3,6,4,2,3,34.0,1,3,2,1,6222,8,400,3.0,4,3,2,5,5,1,1,1,4,4,1,1995,3,4386.40795675721,False,False
5,1,3,7,1,2,9,4,2,2,39.0,1,3,2,2,6223,6,500,2.0,4,3,3,6,6,1,1,1,4,2,1,1995,3,68328.6881330585,False,False
4,4,7,7,2,7,10,3,2,3,0.0,1,3,2,6,6224,14,400,3.0,4,3,2,8,1,1,1,1,4,4,1,1995,3,51716.5707685485,False,False
4,3,5,14,2,2,5,3,2,2,35.0,1,3,2,6,6225,5,400,2.0,4,3,1,6,5,1,1,1,1,4,1,1995,3,50211.569710764,False,False
8,4,6,10,2,7,9,4,2,2,53.0,1,3,2,1,6226,7,400,2.0,4,3,2,6,7,1,1,1,2,4,1,1995,3,1551.07772850439,False,False
11,1,4,14,2,3,12,1,1,3,39.0,1,3,2,5,6227,13,400,3.0,4,3,2,5,6,1,1,1,3,4,1,1995,3,4873.60525408356,False,True
1,1,4,10,2,7,2,1,2,2,40.0,1,3,2,2,6228,2,400,4.0,4,3,3,6,6,1,1,1,1,4,1,1995,3,17337.1390825117,False,False
5,4,6,18,2,6,6,4,2,3,37.0,2,1,1,1,6229,4,400,3.0,4,3,1,6,6,1,1,1,2,4,1,1995,1,1174.84845483319,False,False
5,4,3,14,2,3,6,4,1,2,39.0,1,2,1,1,6230,9,400,3.0,4,3,2,6,6,1,1,1,4,4,1,1995,2,4476.11985980834,False,False
4,3,6,10,2,6,5,3,2,2,44.0,1,2,1,2,6231,1,400,3.0,4,3,1,6,6,1,1,1,3,4,1,1995,2,49306.0848385367,False,False
1,2,2,10,2,7,2,2,1,3,30.0,2,2,1,5,6232,16,400,3.0,4,3,2,5,5,1,1,1,4,4,1,1995,2,1791.28470946116,False,False
11,3,1,3,2,2,12,3,2,2,57.0,1,2,1,2,6233,14,400,2.0,4,3,2,7,8,1,1,1,3,4,3,1995,2,85555.9162356059,False,False
11,4,3,3,2,3,12,4,2,3,60.0,1,3,2,2,6234,13,400,4.0,4,3,3,7,8,1,1,1,2,4,1,1995,3,16993.4062075302,False,False
10,1,5,14,1,2,11,1,2,2,42.0,1,2,1,2,6235,15,400,3.0,4,3,4,6,6,1,1,1,3,4,1,1995,2,2054.21656924245,False,False
10,1,1,1,2,7,4,1,2,2,41.0,1,1,1,2,6236,14,400,3.0,4,3,3,7,6,1,1,1,3,4,1,1995,1,11572.3934151176,False,False
8,5,7,14,2,8,2,1,2,2,79.0,1,1,1,6,6238,10,400,3.0,4,3,1,5,9,1,1,1,2,3,2,1995,1,85807.9055111522,False,False
1,4,2,6,2,3,2,4,2,2,40.0,1,1,1,3,6240,3,400,4.0,4,3,1,6,6,1,1,1,3,4,1,1995,1,10466.6220297291,False,False
1,4,7,3,2,8,10,3,2,2,59.0,2,1,1,4,6241,2,400,1.0,4,3,4,7,8,1,1,1,3,4,1,1995,1,61043.3480121366,False,False
1,4,2,7,2,3,10,1,2,3,34.0,1,3,2,6,6242,4,400,4.0,4,3,3,8,5,1,1,1,4,4,1,1995,3,78329.3094934641,False,False
9,3,3,18,1,8,10,3,2,2,26.0,1,2,1,5,6243,7,400,2.0,4,3,4,5,5,1,1,1,3,4,1,1995,2,9177.4236386145,False,False
12,2,1,10,2,3,13,4,2,2,31.0,2,2,1,2,6245,14,400,1.0,4,3,4,5,5,1,1,1,3,4,1,1995,2,3137.38510355889,False,False
7,3,2,14,2,7,8,5,2,2,32.0,1,3,2,2,6248,1,400,4.0,4,3,2,6,5,1,1,1,4,4,1,1995,3,18364.9377902415,False,False
12,2,3,14,2,2,13,3,2,2,49.0,1,3,2,2,6250,7,400,2.0,4,3,2,7,7,1,1,1,4,4,1,1995,3,75452.0951281647,False,False
11,4,1,3,2,7,12,4,2,2,37.0,1,7,3,6,6252,15,400,3.0,4,3,2,6,6,1,1,1,3,4,1,1995,1,90499.9941144211,False,False
10,4,1,10,2,2,11,4,2,3,27.0,1,2,1,2,6255,4,400,3.0,4,3,4,4,5,1,1,1,2,4,1,1995,2,7210.60058517666,False,False
10,4,1,10,2,6,4,1,2,3,30.0,2,5,2,6,6256,3,400,2.0,4,3,2,4,5,1,1,1,2,4,1,1995,2,99812.6347876931,False,False
1,3,1,1,2,7,2,3,2,2,31.0,1,2,1,1,6257,5,400,4.0,4,3,2,6,5,1,1,1,3,4,1,1995,2,7523.30886876192,False,False
7,1,2,7,2,3,8,1,1,2,38.0,1,3,2,1,6258,6,400,4.0,4,3,3,4,6,1,1,1,4,4,1,1995,3,22867.0528862097,False,False
9,5,2,7,2,2,8,1,2,2,33.0,1,2,1,1,6259,9,400,3.0,4,3,2,5,5,1,1,1,3,3,2,1995,2,6064.4201510881,False,False
12,2,1,7,2,8,13,3,2,3,32.0,1,3,2,1,6260,4,400,3.0,4,3,2,5,5,1,1,1,4,4,1,1995,3,3909.12091457426,False,False
10,2,2,14,2,2,11,3,2,2,28.0,2,1,1,5,6261,9,400,4.0,4,3,1,6,5,1,1,1,4,4,1,1995,1,9413.2544229453,False,False
5,3,6,3,2,7,6,3,2,2,28.0,1,3,2,2,6262,13,400,3.0,4,3,3,6,5,1,1,1,4,4,1,1995,3,22866.6669173635,False,False
9,1,7,18,2,2,10,3,1,3,38.0,1,3,2,1,6263,9,700,3.0,4,3,2,6,6,1,1,1,4,4,1,1995,3,9212.17166856733,False,False
7,1,3,12,2,3,8,2,2,3,18.0,1,2,1,1,6264,11,400,1.0,4,3,4,1,3,1,1,1,3,4,1,1995,2,1211.62367284047,False,False
6,3,6,14,2,7,7,3,2,2,54.0,1,1,1,5,6265,7,400,1.0,4,3,4,7,7,1,1,1,3,4,1,1995,1,6152.21942549079,False,False
2,1,2,18,2,3,3,1,1,2,35.0,2,1,1,5,6266,7,400,4.0,4,3,1,5,5,1,1,1,1,4,1,1995,1,7691.11595892598,False,False
6,4,6,7,2,8,7,4,2,2,63.0,1,3,2,2,6267,3,400,1.0,4,3,1,7,8,1,1,1,3,4,1,1995,3,56479.0906568321,False,False
10,2,7,10,2,2,4,2,2,2,57.0,1,2,1,1,6268,2,400,1.0,4,3,2,6,8,1,1,1,4,4,1,1995,2,8887.9207670964,False,False
12,2,3,14,1,4,13,3,2,3,31.0,1,1,1,1,6269,8,400,4.0,4,3,1,6,5,1,1,1,3,4,1,1995,1,1355.20273225068,False,False
10,3,3,14,2,6,4,1,2,2,52.0,1,1,1,1,6271,15,400,4.0,4,3,4,6,7,2,2,1,3,4,1,1995,1,5092.42584102045,False,False
10,3,1,7,2,7,11,4,2,2,28.0,2,1,1,5,6272,6,400,3.0,4,3,2,3,5,1,1,1,4,4,1,1995,1,4607.06428308629,False,False
3,2,2,14,2,7,4,2,2,2,63.0,1,1,1,5,6273,3,400,2.0,4,3,4,7,8,1,1,1,1,4,1,1995,1,3597.69522420928,False,False
9,3,5,7,2,6,8,1,2,3,29.0,1,3,2,2,6274,13,400,4.0,4,3,2,4,5,1,1,1,1,2,3,1995,3,16588.1673091686,False,False
12,2,3,2,2,7,12,1,2,2,65.0,2,2,1,1,6275,4,400,3.0,4,3,2,7,8,1,1,1,1,4,1,1995,2,4069.24442675383,False,False
2,5,2,10,2,8,3,5,2,2,59.0,1,3,2,1,6276,1,400,2.0,4,3,3,7,8,1,1,1,2,4,1,1995,3,10132.2915233203,False,False
2,4,4,7,2,3,13,3,2,2,46.0,2,3,2,6,6277,7,400,1.0,4,3,3,6,7,1,1,1,2,4,1,1995,3,79523.4053650293,False,False
2,5,2,12,1,3,3,5,2,2,56.0,1,2,1,1,6278,9,400,1.0,4,3,2,7,8,1,1,1,4,4,1,1995,2,8399.87762749518,False,False
12,2,3,1,2,2,13,4,2,2,72.0,1,1,1,1,6279,5,400,1.0,4,3,4,6,9,1,1,1,4,4,1,1995,1,8843.09910538792,False,False
12,3,4,14,2,3,13,3,2,2,39.0,1,3,2,2,6280,14,400,2.0,4,3,1,6,6,1,1,1,3,1,2,1995,3,69388.728797213,False,False
11,3,6,7,2,8,12,3,2,2,46.0,1,3,2,2,6282,2,400,1.0,4,3,2,6,7,1,1,1,3,4,1,1995,3,52863.1766397821,False,False
11,1,7,14,2,6,12,1,2,2,44.0,1,3,2,1,6283,16,400,2.0,4,3,3,6,6,1,1,1,3,4,1,1995,3,14028.8408525245,False,False
12,1,3,12,2,6,13,2,2,3,22.0,2,2,1,1,6285,1,400,3.0,4,3,4,4,4,1,1,1,1,4,1,1995,2,2781.09662776634,False,False
2,4,1,7,2,7,3,5,2,2,36.0,1,1,1,1,6286,1,400,4.0,4,3,4,6,6,1,1,1,4,4,1,1995,1,3200.67187534956,False,False
2,3,4,1,2,3,3,5,2,2,56.0,1,1,1,2,6287,14,400,3.0,4,3,4,7,8,1,1,1,2,4,1,1995,1,1941.51967963648,False,False
2,4,6,3,2,7,3,5,2,2,62.0,2,3,2,6,6288,14,400,3.0,4,3,2,6,8,1,1,1,2,4,1,1995,3,53995.8290123054,False,False
6,4,5,14,2,6,7,4,2,2,39.0,2,2,1,2,6290,1,400,4.0,4,3,1,5,6,1,1,1,3,4,1,1995,2,41707.7751886401,False,False
1,3,4,18,2,3,2,3,1,3,31.0,1,2,1,1,6293,2,400,1.0,4,3,2,4,5,1,1,1,2,4,1,1995,2,2279.6547016646,False,False
12,2,3,10,2,7,13,2,2,2,50.0,1,1,1,2,6294,4,700,3.0,4,3,2,7,7,1,1,1,1,4,1,1995,1,12809.6705287905,False,False
3,2,3,14,2,7,4,2,2,2,54.0,1,3,2,1,6295,8,400,1.0,4,3,1,7,7,1,1,1,2,4,1,1995,3,1276.62824411405,False,False
10,2,3,14,2,7,11,3,2,3,21.0,1,3,2,1,6298,6,400,2.0,4,3,2,3,4,1,1,1,4,4,1,1995,3,1574.14241214365,False,False
10,2,1,3,2,2,11,2,2,2,45.0,1,3,2,1,6299,14,400,1.0,4,3,1,6,6,1,1,1,4,4,1,1995,3,9484.58037202586,False,False
11,5,4,10,2,7,11,1,2,3,28.0,1,2,1,2,6300,1,400,1.0,4,3,1,5,5,1,1,1,3,4,1,1995,2,62777.0588378396,False,False
12,1,2,14,1,8,13,2,2,3,27.0,1,2,1,1,6302,4,400,3.0,4,3,1,5,5,1,1,1,4,4,1,1995,2,3157.61321770633,False,False
2,4,4,3,2,3,3,4,2,2,70.0,1,3,2,2,6303,9,400,4.0,4,3,2,7,9,1,1,1,4,4,1,1995,3,10482.3578290788,False,False
12,2,4,14,2,3,13,2,2,3,21.0,2,2,1,6,6306,13,400,1.0,4,3,4,4,4,1,1,1,1,4,1,1995,2,50265.5682630134,False,False
6,3,2,16,2,6,7,4,2,2,41.0,1,2,1,2,6307,12,400,1.0,4,3,4,6,6,1,1,1,4,4,1,1995,2,5333.90750084603,False,False
6,3,3,10,2,3,3,1,2,2,27.0,1,3,2,1,6308,9,400,1.0,4,3,3,6,5,1,1,1,1,4,1,1995,3,34842.7834873905,False,False
6,1,6,14,2,8,7,2,2,2,38.0,2,1,1,6,6310,5,400,3.0,4,3,1,7,6,1,1,1,2,4,1,1995,1,55178.6339974423,False,False
